route_id,route_short_name,direction_id,stops
route453,CTA 573,0,"stop2016, stop2104, stop2334, stop701, stop1374, stop1376, stop1379, stop1863, stop1179, stop2685, stop1213, stop168, stop1341, stop2697, stop2617, stop2511, stop1182, stop1313, stop1166, stop1152, stop233, stop2038, stop1422, stop624, stop584, stop627, stop618, stop1464, stop946"
route453,CTA 573,1,"stop946, stop1463, stop619, stop628, stop626, stop585, stop625, stop1421, stop2037, stop232, stop1151, stop1167, stop1099, stop1144, stop1312, stop1183, stop1342, stop169, stop2683, stop1178, stop1862, stop1119, stop1378, stop1377, stop2126, stop1375, stop2335, stop2103, stop293, stop292, stop1941, stop2009"
route454,CTA 306,0,"stop1269, stop2224, stop2447, stop735, stop2643, stop267, stop634, stop1057, stop1054, stop1954, stop1950, stop1417, stop1482, stop1481, stop1075, stop1076, stop2155, stop1072, stop429, stop2225, stop297, stop1189, stop206, stop859, stop2235, stop756, stop2431, stop605, stop2460, stop1704, stop521, stop1194, stop1197, stop1396, stop180, stop1382, stop1487, stop1502"
route454,CTA 306,1,"stop1505, stop1498, stop1486, stop1383, stop181, stop1397, stop1196, stop1195, stop522, stop1684, stop1702, stop2064, stop1430, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop581, stop2226, stop428, stop1073, stop298, stop1724, stop854, stop1480, stop1483, stop1418, stop1951, stop1955, stop1056, stop1055, stop635, stop268, stop2642, stop365, stop1268, stop2129, stop968"
route455,Microbus,0,"stop1517, stop640, stop873, stop849"
route455,Microbus,1,"stop804, stop1523, stop1521, stop1743, stop1516"
route456,CTA 122-1059,0,"stop968, stop1269, stop2224, stop2447, stop735, stop2643, stop267, stop634, stop1057, stop1054, stop1954, stop1950, stop1417, stop1482, stop1481, stop1075, stop1076, stop2155, stop1072, stop429, stop2225, stop297, stop1189, stop206, stop859, stop2235, stop756, stop604, stop130, stop1140, stop1880"
route456,CTA 122-1059,1,"stop1880, stop1801, stop1593, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop581, stop2226, stop428, stop1073, stop298, stop1724, stop854, stop1480, stop1483, stop1418, stop1951, stop1955, stop1056, stop1055, stop635, stop268, stop2642, stop365, stop1268, stop2129"
route457,CTA 1129,0,"stop968, stop2129, stop1143, stop1624, stop2657, stop641, stop1155, stop352, stop214, stop325, stop363, stop430, stop277, stop2023, stop2398, stop747, stop1817, stop577, stop1801, stop339, stop2068, stop514, stop510, stop2594, stop2315, stop1500, stop1489, stop1333, stop2156, stop659, stop965, stop2393, stop2008"
route457,CTA 1129,1,"stop2013, stop2394, stop966, stop658, stop2157, stop1334, stop1488, stop1499, stop1494, stop2314, stop2593, stop509, stop513, stop2067, stop340, stop1802, stop576, stop1818, stop748, stop2397, stop2024, stop276, stop1886, stop2216, stop1805, stop324, stop364, stop326, stop1653, stop234, stop330, stop1319, stop1743, stop1516, stop1517, stop640, stop2656, stop1623, stop1142, stop2130, stop968"
route458,CTA 916,0,"stop2009, stop2394, stop966, stop658, stop2157, stop1334, stop1488, stop1499, stop1494, stop2314, stop2593, stop509, stop513, stop2067, stop340, stop1802, stop576, stop1818, stop742, stop2397, stop2024, stop276, stop1886, stop2217, stop1806, stop1669, stop2552, stop330, stop1319, stop1743, stop1516, stop1517, stop640, stop2656, stop1623, stop1142, stop2130"
route458,CTA 916,1,"stop968, stop2129, stop1143, stop1624, stop2657, stop641, stop1155, stop352, stop214, stop2553, stop1670, stop161, stop1805, stop2216, stop1885, stop277, stop2023, stop2398, stop747, stop1817, stop577, stop1801, stop339, stop2068, stop514, stop510, stop2594, stop2315, stop1500, stop1489, stop1333, stop2156, stop659, stop965, stop2393, stop2012"
route459,Minibus 8,0,"stop2129, stop1143, stop1624, stop2569, stop2427, stop1474, stop2358, stop612, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1330, stop1872, stop956, stop1351, stop1734, stop1462, stop2306, stop2311, stop2309"
route459,Minibus 8,1,"stop2308, stop2307, stop1461, stop1735, stop1352, stop957, stop1329, stop358, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop2356, stop1475, stop2426, stop2568, stop1623, stop1142, stop2130"
route46,CTA 317,0,"stop1078, stop1340, stop1338, stop421, stop1226, stop1087, stop1450, stop2084, stop1412, stop893, stop2190, stop817, stop2709, stop1284, stop1511, stop621, stop820, stop809, stop75, stop424, stop1788, stop2148, stop2075, stop1671, stop16, stop2406, stop2404"
route46,CTA 317,1,"stop2153, stop1605, stop1588, stop2409, stop1672, stop2074, stop2141, stop1789, stop1425, stop425, stop76, stop810, stop819, stop620, stop1512, stop1285, stop2708, stop818, stop2189, stop892, stop1413, stop2085, stop1449, stop1086, stop421, stop1339, stop1079"
route460,CTA 814,0,"stop2434, stop2007, stop2070, stop1304, stop1302, stop950, stop1406, stop1443, stop1176, stop2169, stop2472, stop1715, stop947, stop1120, stop609, stop688, stop509, stop504, stop1216, stop1436"
route460,CTA 814,1,"stop1435, stop1215, stop515, stop507, stop510, stop689, stop610, stop1121, stop1702, stop1337, stop2170, stop1175, stop1442, stop1407, stop951, stop1301, stop1303, stop2069, stop2006, stop1150, stop2433, stop1158"
route461,CTA 945-1082,0,"stop1435, stop1215, stop507, stop513, stop1431, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop581, stop2226, stop428, stop1073, stop298, stop1724, stop854, stop372, stop234, stop116, stop1510, stop733, stop2203, stop1258, stop84, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop400, stop2388, stop418, stop406, stop2450, stop1241, stop990, stop1170"
route462,CTA 945-1082,1,"stop1859, stop1857, stop1477, stop2066, stop405, stop1564, stop1560, stop1165, stop1558, stop865, stop934, stop2359, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop81, stop674, stop115, stop214, stop373, stop1075, stop1076, stop2155, stop1072, stop429, stop2225, stop297, stop1189, stop206, stop859, stop2235, stop756, stop604, stop130, stop1140, stop1880, stop2303, stop252, stop2628, stop1945, stop1216, stop1436"
route463,CTA 134,0,"stop1435, stop1215, stop507, stop513, stop1431, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop112, stop1025, stop1354, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop559"
route463,CTA 134,1,"stop559, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop1224, stop1023, stop297, stop1189, stop206, stop859, stop2235, stop756, stop604, stop130, stop1140, stop1880, stop2303, stop252, stop2628, stop1945, stop1216, stop1436"
route464,CTA 825-1073,0,"stop975, stop1435, stop1215, stop507, stop513, stop1431, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop581, stop112, stop1025, stop1354, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1899, stop2120, stop1384, stop1745"
route464,CTA 825-1073,1,"stop1970, stop1746, stop1385, stop2121, stop1898, stop558, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop2527, stop1943, stop189, stop201, stop211, stop1224, stop1023, stop297, stop1189, stop206, stop859, stop2235, stop756, stop604, stop130, stop1140, stop1880, stop2303, stop252, stop2628, stop1945, stop1216, stop1436"
route465,CTA 83,0,"stop1215, stop1944, stop2627, stop251, stop1818, stop742, stop2397, stop2237, stop821, stop311, stop955, stop1069, stop1188, stop296, stop581, stop112, stop1025, stop1354, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1899, stop2120, stop1384, stop1745, stop1253, stop1780, stop2728, stop2158, stop2159"
route466,CTA 83,1,"stop2729, stop1781, stop1252, stop1746, stop1385, stop2121, stop1898, stop558, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop1224, stop1023, stop297, stop1189, stop205, stop323, stop954, stop310, stop2237, stop745, stop1817, stop251, stop431, stop2587, stop1219"
route467,Microbus,0,"stop1718, stop796, stop1717, stop2381, stop1053, stop1201, stop2580, stop1389"
route467,Microbus,1,"stop1390, stop2581, stop2379, stop2382, stop1716, stop2573"
route468,Minibus,1,"stop1388, stop1390, stop2579, stop1150, stop2433, stop1158, stop1320, stop184, stop166, stop2523, stop1779"
route469,Minibus 129,0,"stop768, stop2461, stop388, stop2634, stop542, stop2003, stop1890, stop159, stop2545, stop1623, stop2657, stop641, stop1155, stop352, stop214, stop373, stop1075, stop1076, stop2155, stop1072, stop1026"
route469,Minibus 129,1,"stop1023, stop112, stop1077, stop1073, stop299, stop234, stop330, stop1319, stop1743, stop1516, stop1517, stop640, stop2656, stop2164, stop1525, stop555, stop549, stop2546, stop160, stop1890, stop2003, stop542, stop2634, stop388, stop2461, stop768"
route47,Minibus 219,0,"stop2153, stop1605, stop1580, stop1731, stop414, stop679, stop2453, stop751, stop2066, stop405, stop1564, stop1560, stop1165, stop1558, stop865, stop934, stop2361, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1663, stop104, stop2516, stop2160, stop1064, stop1125"
route47,Minibus 219,1,"stop1126, stop1063, stop2161, stop2515, stop741, stop2218, stop1154, stop1887, stop103, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop2360, stop935, stop866, stop1557, stop1164, stop1561, stop1565, stop406, stop2065, stop750, stop2452, stop680, stop413, stop1581, stop1588, stop2406, stop2404"
route470,Minibus 79,0,"stop2435, stop633, stop1112, stop1444, stop1118, stop1636, stop748, stop743, stop822, stop1231, stop758, stop2236, stop860, stop205, stop1188, stop296, stop581, stop2226, stop428, stop1073, stop298, stop1724, stop854, stop1480, stop1483, stop1418, stop1951, stop1955, stop1056, stop1055, stop635, stop268, stop2642, stop365, stop2447, stop2180, stop2673, stop127, stop2029, stop452, stop160, stop1890, stop2003, stop542, stop2634, stop388, stop2461, stop768, stop991"
route470,Minibus 79,1,"stop768, stop2461, stop388, stop2634, stop542, stop2003, stop1890, stop451, stop2030, stop2672, stop2181, stop735, stop2643, stop267, stop634, stop1057, stop1054, stop1954, stop1950, stop1417, stop1482, stop1481, stop1075, stop1076, stop2155, stop1072, stop429, stop2225, stop297, stop1189, stop206, stop859, stop2235, stop758, stop1231, stop2237, stop745, stop1636, stop1118, stop1116, stop1445, stop633, stop2436"
route471,Minibus 202,0,"stop364, stop326, stop1653, stop234, stop116, stop1510, stop733, stop2203, stop1258, stop84, stop93, stop227, stop230, stop1657, stop1765, stop640, stop2656, stop2164, stop1525, stop555, stop549, stop2546, stop160, stop1890, stop2003, stop542, stop2634, stop388, stop2461, stop768"
route471,Minibus 202,1,"stop768, stop2461, stop388, stop2634, stop542, stop2003, stop1890, stop159, stop2545, stop550, stop1524, stop2165, stop1623, stop2657, stop641, stop1516, stop1009, stop1742, stop231, stop226, stop94, stop81, stop674, stop115, stop214, stop325, stop363, stop430, stop1884"
route472,Microbus,0,"stop768, stop2461, stop388, stop2634, stop542, stop2003, stop2541, stop552, stop554"
route472,Microbus,1,"stop555, stop551, stop2540, stop2003, stop542, stop2634, stop388, stop2461, stop768"
route473,Microbus,0,"stop2233, stop2234, stop1531, stop499, stop2269, stop2395, stop1331, stop841, stop1753, stop2192, stop662, stop2330, stop2104, stop2334, stop701, stop1374, stop1376, stop1379, stop1114, stop2354, stop2702, stop1205, stop717, stop986"
route473,Microbus,1,"stop986, stop2267, stop718, stop1261, stop1119, stop1378, stop1377, stop2126, stop1375, stop2335, stop2103, stop293, stop2323, stop663, stop2191, stop1754, stop842, stop1332, stop2396, stop2270, stop498, stop840, stop1683, stop1543, stop1848, stop1532"
route474,Microbus,0,"stop987, stop690, stop216, stop2428, stop423"
route475,Microbus,1,"stop1994, stop1760, stop997"
route476,Tomnaya,0,"stop992, stop1453, nan"
route476,Tomnaya,1,"stop2737, stop1454, stop994"
route477,Microbus,0,"stop1107, stop382, stop998"
route477,Microbus,1,"stop998, stop1108"
route478,Microbus,0,"stop998, stop2574, stop760, stop1129, stop1129, stop759, stop2574, stop999"
route478,Microbus,1,"stop998, stop2574, stop759, stop1129"
route479,Microbus,0,"stop2433, stop1158, stop1320, stop184, stop166, stop2524, stop167, stop185, stop1321, stop1159, stop2434"
route479,Microbus,1,"stop2524, stop167, stop185, stop1150, stop2433, stop1158, stop1320, stop184, stop166, stop2523"
route48,Minibus,0,"stop1243, stop1888, stop2691, stop2310, stop2307, stop196, stop732, stop2406, stop2404"
route48,Minibus,1,"stop2408, stop731, stop195, stop2208, stop1184, stop1182, stop1313, stop1166, stop1152, stop233, stop2038, stop1889, stop1244, stop963, stop1439"
route480,Minibus,0,"stop2524, stop167, stop185, stop1321, stop1159, stop2434, stop1138, stop2579, stop1389, stop1197, stop1396, stop180, stop1382, stop1487, stop1502"
route480,Minibus,1,"stop1506, stop2035, stop1200, stop1150, stop2433, stop1158, stop1320, stop184, stop166, stop2523, stop1505, stop1498, stop1486, stop1383, stop181, stop1397, stop1196, stop1388, stop1390, stop2579, stop1150, stop2433, stop1158, stop1320, stop184, stop166, stop2523"
route481,Microbus,0,"stop2523, stop1779, stop242, stop1490, stop1809, stop2118, stop737, stop1639, stop1779, stop242, stop1490, stop1809, stop2118, stop737, stop1639"
route481,Microbus,1,"stop1641, stop2651, stop1810, stop1491, stop243, stop1777, stop2524, stop1641, stop2651, stop1810, stop1491, stop243, stop1777"
route482,CTA 1142,0,"stop2718, stop2348, stop1937, stop1940, stop466, stop511, stop513, stop2067, stop340, stop1802, stop576, stop1818, stop742, stop1036, stop470, stop431, stop501, stop1773, stop1034, stop2420, stop2056, stop2682, stop1039, stop2622, stop1863, stop1177, stop560, stop1213, stop168, stop2198, stop574, stop1402, stop1392, stop2500, stop2687, stop1758, stop969, stop516, stop493, stop823, stop1324, stop2097"
route482,CTA 1142,1,"stop385, stop1325, stop824, stop494, stop517, stop970, stop1759, stop2688, stop2499, stop1393, stop1401, stop575, stop2198, stop2683, stop1178, stop1862, stop1033, stop1772, stop500, stop432, stop471, stop244, stop2397, stop747, stop1817, stop577, stop1801, stop339, stop2068, stop514, stop512, stop467, stop1939, stop2347, stop2719"
route483,CTA 580,0,"stop1017, stop2097, stop2686, stop1819, stop783, stop784, stop2213, stop361, stop345, stop2289, stop762, stop981, stop2462, stop1911, stop1288, stop1840, stop174"
route483,CTA 580,1,"stop174, stop1841, stop1289, stop1910, stop2463, stop982, stop2290, stop346, stop569, stop2212, stop785, stop782, stop385, stop2097, stop1017"
route484,Tomnaya,0,"stop1843, stop1289, stop1910, stop2463, stop982, stop2290, stop347, stop385, stop2097"
route484,Tomnaya,1,"stop2097, stop783, stop784, stop2213, stop361, stop345, stop2289, stop762, stop981, stop2462, stop1911, stop1288"
route485,CTA 1128,0,"stop2097, stop2686, stop1819, stop385, stop1325, stop824, stop494, stop517, stop970, stop1759, stop2688, stop2499, stop1393, stop1401, stop575, stop2198, stop2683, stop1178, stop1862, stop1033, stop1772, stop500, stop432, stop471, stop244, stop2397, stop743, stop822, stop1231, stop758, stop2236, stop860, stop205, stop1188, stop2001, stop2508, stop1991, stop105, stop2584, stop208, stop2284, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop559, stop1898"
route485,CTA 1128,1,"stop1897, stop2060, stop1977, stop1698, stop1591, stop2352, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103, stop2551, stop2119, stop114, stop205, stop323, stop954, stop310, stop822, stop2237, stop742, stop1036, stop470, stop431, stop501, stop1773, stop1034, stop1115, stop1863, stop1179, stop2685, stop1213, stop168, stop2198, stop574, stop1402, stop1392, stop2500, stop2687, stop1758, stop969, stop516, stop493, stop823, stop1324, stop2097"
route486,CTA 96,0,"stop2434, stop2007, stop2070, stop1304, stop1299, stop2489, stop1267, stop1196, stop1396, stop1195, stop522, stop947, stop1120, stop609, stop688, stop508, stop512, stop467, stop1939, stop2347, stop2719"
route486,CTA 96,1,"stop2718, stop2348, stop1937, stop1940, stop466, stop511, stop505, stop509, stop689, stop610, stop1121, stop521, stop1194, stop1266, stop2490, stop1300, stop1301, stop1303, stop2069, stop2006, stop1150, stop2433, stop1158"
route487,Minibus 310,0,"stop1729, stop2328, stop50, stop2672, stop2181, stop735, stop2643, stop267, stop634, stop1839, stop928, stop141, stop713, stop343, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop207, stop1661, stop1452, stop104, stop2551, stop2119, stop114, stop206, stop859, stop2235, stop758, stop1231, stop2237, stop746"
route487,Minibus 310,1,"stop2718, stop2347, stop1937, stop1940, stop466, stop511, stop513, stop2067, stop339, stop1593, stop133, stop757, stop2236, stop860, stop205, stop1188, stop2001, stop2508, stop1991, stop105, stop2584, stop208, stop2284, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop459, stop1723, stop714, stop929, stop635, stop268, stop2642, stop365, stop2447, stop2180, stop2673, stop127, stop51, stop2329, stop2179, stop266"
route488,CTA 104,0,"stop1025, stop1354, stop2555, stop2556, stop109, stop377, stop258, stop2211, stop178, stop255, stop295, stop2516, stop2160, stop1064, stop1125"
route488,CTA 104,1,"stop2326, stop1063, stop1809, stop2118, stop2062, stop1739, stop294, stop256, stop177, stop2210, stop257, stop376, stop2584, stop1224"
route489,Microbus,0,"stop1025, stop1354, stop2555, stop2584, stop1451, stop1663, stop104, stop1929, stop2658, stop1000, stop249, stop1457, stop303, stop761"
route489,Microbus,1,"stop1497, stop1063, stop2161, stop2515, stop1887, stop103, stop2584"
route49,Minibus,0,"stop1151, stop1167, stop1099, stop1144, stop1312, stop1183, stop1185, stop1635, stop2206, stop2714, stop1713, stop2228, stop2526, stop196, stop732, stop2406, stop2404"
route490,CTA 166,0,"stop2434, stop2007, stop2070, stop1304, stop1302, stop950, stop1406, stop1443, stop1176, stop2169, stop2551, stop2119, stop114, stop205, stop1188, stop296, stop112, stop1026"
route490,CTA 166,1,"stop297, stop2001, stop2508, stop1991, stop2170, stop1175, stop1442, stop1407, stop951, stop1301, stop1303, stop2069, stop2006, stop1150, stop2433, stop1158"
route491,CTA 43,0,"stop1023, stop112, stop1077, stop1073, stop298, stop1724, stop854, stop372, stop234, stop116, stop1510, stop733, stop2203, stop1258, stop84, stop93, stop227, stop230, stop1657, stop1765, stop640, stop2656, stop2164, stop1525, stop2578, stop1162"
route491,CTA 43,1,"stop1162, stop553, stop2577, stop1524, stop2165, stop1623, stop2657, stop641, stop1516, stop226, stop94, stop81, stop674, stop115, stop373, stop1075, stop1076, stop2155, stop1072, stop1026"
route492,Microbus,0,"stop1025, stop1354, stop2555, stop2584, stop1451, stop1663, stop104, stop377, stop258, stop2211, stop178, stop255, stop295, stop2516, stop2160, stop1064, stop1496, stop1429"
route493,Microbus,0,"stop1571, stop224, stop1578, stop2669, stop1632, stop1038, stop1797, stop78, stop2610, stop2611, stop790, stop2625, stop862, stop1343, stop2681, stop1039, stop2622, stop2420, stop1033, stop1772, stop500, stop432, stop471, stop244, stop2397, stop746, stop2237, stop821, stop311, stop955, stop1069, stop1188, stop296"
route493,Microbus,1,"stop297, stop1189, stop205, stop323, stop2237, stop742, stop1036, stop470, stop431, stop501, stop1773, stop1034, stop2423, stop2621, stop2056, stop2682, stop1344, stop861, stop2626, stop791, stop2612, stop2609, stop77, stop1798, stop1037, stop1631, stop2667, stop223, stop1571"
route494,CTA 967,0,"stop1626, stop1627, stop1763, stop1015, stop1263, stop1385, stop2121, stop1898, stop558, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop1024"
route494,CTA 967,1,"stop1354, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1899, stop2120, stop1384, stop1745, stop1264, stop1014, stop1764, stop1628, stop1625"
route495,CTA 1004,0,"stop112, stop1077, stop1073, stop299, stop234, stop116, stop1510, stop733, stop2203, stop1260, stop86, stop92, stop1180, stop61, stop1030, stop1222, stop755, stop667, stop636, stop665, stop359, stop2176, stop680, stop413, stop1581, stop1588, stop2406, stop2404, stop720, stop1997, stop1861, stop1869, stop1877, stop1664"
route495,CTA 1004,1,"stop1664, stop1876, stop1868, stop1860, stop1998, stop719, stop15, stop2405, stop2153, stop1605, stop1580, stop1731, stop414, stop679, stop1923, stop2177, stop360, stop664, stop637, stop666, stop754, stop1221, stop1031, stop1181, stop91, stop1394, stop2641, stop2552, stop373, stop1075, stop1076, stop2155, stop1072, stop1023"
route496,Microbus,0,"stop2572, stop1717, stop2381, stop1053, stop1201, stop2580, stop1389, stop1196, stop1396, stop1195, stop522, stop1684, stop1702, stop1231, stop758, stop2236, stop860, stop205, stop1188"
route497,CTA 568,0,"stop1779, stop242, stop1490, stop1809, stop2118, stop2062, stop1739, stop294, stop256, stop177, stop2210, stop257, stop376, stop1026"
route497,CTA 568,1,"stop1025, stop1354, stop2555, stop2556, stop104, stop377, stop258, stop2211, stop178, stop255, stop295, stop2516, stop2160, stop1064, stop1491, stop243, stop1777"
route498,CTA 1009,0,"stop1023, stop113, stop206, stop859, stop2235, stop756, stop2431, stop605, stop2460, stop1702, stop2064, stop1430, stop514, stop512, stop467, stop1939, stop2347, stop723, stop2486, stop2589, stop1247, stop1795, stop1282, stop1919, stop2457, stop1606, stop1420, stop2223, stop611, stop691, stop988, stop1292, stop1722, stop2653, stop480, stop1787, stop2518, stop1874"
route498,CTA 1009,1,"stop1786, stop481, stop2652, stop2712, stop1291, stop690, stop216, stop2428, stop423, stop1920, stop1283, stop1794, stop2590, stop2485, stop1280, stop724, stop2348, stop1937, stop1940, stop466, stop511, stop513, stop1431, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop112, stop1026"
route499,CTA 41,0,"stop112, stop1077, stop1073, stop299, stop234, stop330, stop1319, stop1743, stop1516, stop1517, stop2606, stop1614, stop2114, stop411, stop1616, stop608, stop2458, stop1617, stop190, stop2183, stop1908, stop675, stop1370"
route499,CTA 41,1,"stop1372, stop676, stop1907, stop2182, stop191, stop1618, stop2459, stop608, stop341, stop1566, stop412, stop927, stop287, stop1155, stop352, stop214, stop373, stop1075, stop1076, stop2155, stop1072, stop1026"
route5,Tomnaya,0,"stop1815, stop67, stop2276, stop72, stop2304, stop14"
route50,Microbus,0,"stop2408, stop731, stop195, stop2525, stop2227, stop2207, stop579, stop1217, stop385, stop1325"
route500,Minibus 41,0,"stop112, stop1077, stop1073, stop299, stop234, stop330, stop1319, stop1743, stop1516, stop1517, stop2606, stop1614, stop2114, stop411, stop1616, stop608, stop2458, stop1617, stop190, stop2183, stop1908, stop675, stop1370"
route500,Minibus 41,1,"stop1372, stop676, stop1907, stop2182, stop191, stop1618, stop2459, stop608, stop341, stop1566, stop412, stop927, stop287, stop1155, stop352, stop214, stop373, stop1075, stop1076, stop2155, stop1072, stop1026"
route501,Minibus 21-255,0,"stop1924, stop2453, stop751, stop2066, stop405, stop417, stop2387, stop2633, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop2356, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop81, stop674, stop115, stop214, stop373, stop1075, stop1076, stop2155, stop1072, stop1026"
route501,Minibus 21-255,1,"stop1023, stop112, stop1077, stop1073, stop299, stop234, stop116, stop1510, stop733, stop2203, stop1258, stop84, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop400, stop2388, stop418, stop407, stop2065, stop750, stop2452, stop1923, stop2532"
route502,CTA 24,0,"stop1746, stop1385, stop2121, stop1898, stop558, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop1024"
route502,CTA 24,1,"stop1354, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1899, stop2120, stop1384, stop1745"
route503,CTA 1076,0,"stop1023, stop112, stop1077, stop1073, stop298, stop1724, stop854, stop372, stop234, stop116, stop1510, stop733, stop2203, stop1258, stop84, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop2360, stop1475, stop2606, stop1614, stop2114, stop411, stop1616, stop608, stop2458, stop1617, stop190, stop2183, stop1908, stop675, stop1370, stop1995, stop1349, stop2456, stop1690, stop1630, stop1965"
route503,CTA 1076,1,"stop1965, stop1629, stop1689, stop2455, stop1350, stop1996, stop1372, stop676, stop1909, stop2182, stop191, stop1618, stop2459, stop608, stop341, stop1566, stop412, stop927, stop287, stop2427, stop1835, stop1009, stop1742, stop231, stop226, stop94, stop81, stop674, stop115, stop373, stop1075, stop1076, stop2155, stop1072, stop1023"
route504,CTA 106-1069,0,"stop1023, stop297, stop1189, stop206, stop859, stop2235, stop756, stop2431, stop605, stop2460, stop1704, stop521, stop1194, stop1197, stop1396, stop180, stop1382, stop1487, stop1500, stop1506, stop1489, stop1333, stop2156, stop659, stop965, stop2393, stop2008"
route504,CTA 106-1069,1,"stop2009, stop2394, stop966, stop658, stop2157, stop1334, stop1488, stop1486, stop1383, stop181, stop1397, stop1196, stop1195, stop1684, stop521, stop1702, stop2064, stop1430, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop112, stop1022"
route505,CTA 1069,0,"stop2009, stop2394, stop966, stop658, stop2157, stop1334, stop1488, stop1486, stop1383, stop181, stop1397, stop1196, stop1195, stop522, stop1684, stop1702, stop2064, stop1430, stop1432, stop1027, stop133, stop757, stop2236, stop860, stop205, stop1188, stop296, stop112"
route505,CTA 1069,1,"stop297, stop1189, stop206, stop859, stop2235, stop756, stop2431, stop605, stop2460, stop1704, stop521, stop2594, stop2315, stop1500, stop1489, stop1333, stop2156, stop659, stop965, stop2393, stop2012"
route506,CTA 103-1094,0,"stop2035, stop1200, stop1150, stop2433, stop1158, stop1320, stop1317, stop1685, stop2515, stop1887, stop103, stop2584, stop208, stop2283, stop1224, stop1023"
route506,CTA 103-1094,1,"stop1025, stop1354, stop207, stop1661, stop1452, stop104, stop1929, stop2517, stop1686, stop936, stop1318, stop1321, stop1159, stop2434, stop1199, stop2036"
route507,Minibus 155,0,"stop2089, stop1784, stop786, stop964, stop798, stop1372, stop676, stop1907, stop2182, stop191, stop1618, stop2459, stop608, stop341, stop554, stop1524, stop2165, stop1623, stop2657, stop641, stop1155, stop352, stop214, stop373, stop1075, stop1076, stop2155, stop1072, stop1026"
route507,Minibus 155,1,"stop112, stop1077, stop1073, stop299, stop234, stop330, stop1319, stop1743, stop1516, stop1517, stop640, stop2656, stop2164, stop1525, stop554, stop411, stop2114, stop1616, stop608, stop2458, stop1617, stop190, stop2183, stop1908, stop675, stop1370, stop798, stop964, stop2195, stop787, stop1785, stop2089"
